text,label
sit ,0
take in to the doctor ,0
yeah ,0
she make mess ,0
she make mess ,0
I call doctor for baby ,0
here baby having foot ,0
you see baby needta CLITIC sleep ,0
baby needta CLITIC sleep ,0
baby need doctor and ,0
baby need doctor for and baby need doctor for ,0
because baby have ,0
and baby have booboo too ,0
and take it this baby have booboo ,0
look take off this ,0
because baby have booboo ,0
baby have booboo ,0
baby make pee pee on the hat ,0
what gonna CLITIC happen ,0
what gonna CLITIC happen ,0
what gonna CLITIC happen ,0
no ,0
baby get doctor ,0
baby want doctor ,0
baby doctor ,0
baby ,0
a baby have booboo ,0
call baby have booboo on the nose ,0
yeah and ll CLITIC ll CLITIC doctor ,0
who CLITIC that ,0
this is medicine ,0
a baby ,0
I put on baby nose ,0
I love you ,0
okay it CLITIC this this ,0
the doctor ,0
okay est ca ,0
lets finish milk ,0
drinking some coffee ,0
this is coffee ,0
I give them coffee for it ,0
baby one for you ,0
baby baby ,0
I see it ,0
I CLITIC cleaning up ,0
yeah ,0
okay ,0
baby ,0
we re CLITIC not finished yet ,0
Mama ,0
Mama ,0
hm this ,0
this ,0
milk ,0
Mama ,0
yeah ,0
yeah ,0
spoon ,0
my ,0
no ,0
go ,0
milk ,0
coco ,0
uhoh ,0
yeah ,0
yeah ,0
eye ,0
no ,0
no ,0
big ,0
no ,0
Baba ,0
yeah ,0
Baba ,0
Baba ,0
Baba ,0
yeah ,0
eye ,0
no ,0
Mama ,0
yeah ,0
no ,0
no ,0
no ,0
no ,0
oh no ,0
no ,0
ah ,0
no ,0
me ,0
ah ,0
ah ,0
nine ,0
ah ,0
no ,0
no ,0
baby now ,0
baby ,0
the baby ,0
night ,0
a ,0
no ,0
no ,0
no ,1
I dunno CLITIC CLITIC ,1
what kind of fruit is orange ,1
I don CLITIC know ,1
orange ,1
orange ,1
a fruit ,1
its orange ,1
it be fruit think like an sweet potato ,1
a potato ,1
that ,1
oh to put don CLITIC know ,1
nothing ,1
nothing ,1
no ,1
okay ,1
these ,1
vegetable ,1
a vegetable ,1
yellow ,1
c ,1
n ,1
vegetable ,1
I don CLITIC know ,1
what ,1
Mommy it CLITIC stuck ,1
corn ,1
yeah ,1
on the stick did that and then it goes like boom and and ,1
woah this is cool ,1
truck ,1
put juice into the cup ,1
generally ,1
a crane picks up a sand that is ,1
I dunno CLITIC CLITIC ,1
it just it puts truck ,1
it does when you put something on it moves it somewhere else what CLITIC heavy ,1
you know that that crane breaks ,1
that is what he picks up ,1
no the crane picks up the the metal of the thing metal ,1
and then he puts it in ,1
he takes it somewhere else where it CLITIC empty ,1
yeah ,1
no wait ,1
I ll CLITIC show you ,1
you do that ,1
put in ,1
yeah ,1
I don CLITIC ,1
why not ,1
I CLITIC not ,1
I CLITIC just making it juice ,1
yeah because look what happens when you take it back look ,1
yeah ,1
yeah ,1
I know ,1
you put something lot of things like that so it doesn CLITIC fall down ,1
we need ,1
do that ,1
we put that on ,1
and we put that ,1
see now it CLITIC not gonna CLITIC fall ,1
this ,1
telephone ,1
look what happens ,1
when you put it far it CLITIC wait ,1
put it far like that ,1
and when you re CLITIC far away look ,1
yeah ,1
wait need go move backwards ,1
no ,1
I see it ,1
oh when you put it down it goes ,1
Mommy ,1
into the juice ,1
imagine if this was going by so like that ,1
we re CLITIC so crazy ,1
haha you see that it CLITIC big when was doing it ,1
that ,1
yeah when stir that it CLITIC big ,1
 grape juice ,1
oh ,1
she gonna CLITIC eat ,1
corn ,1
yeah ,1
I CLITIC gonna CLITIC have all of them ,1
yeah ,1
now can have some ,1
look he CLITIC eating lot food ,1
baby ,0
baba ,0
beep beep ,1
one ,1
two ,1
no ,1
no ,1
one two three no ,1
one two three ,1
one two three no ,1
one two three four ,1
one two three four ,1
one ,1
big mess ,1
one two three ,1
now ,1
five four ,1
oh ,1
ah ,1
telephone ,1
hello ,1
okay bye ,1
hi ,1
okay ,1
hi ,1
was broke ,1
hello Mommy ,1
okay ,1
baby ,1
go wash baby ,1
wash ,1
you milk baby ,1
baby ,1
milk ,1
baby milk ,1
the wash baby ,1
baby ,1
more ,1
oh ,1
bouge monster truck ,1
hello ,0
eidai ,0
dodeh ,0
uhoh ,0
uhoh ,0
ah ,0
uhoh ,0
oh ,0
boom ,0
boom ,0
ehuhai ,0
ahzay ,0
dehdehda ,0
mhm ,0
uhoh ,0
but these are the big ,0
but these are the baby plates ,0
but that CLITIC fork ,0
yeah ,0
that CLITIC fork ,0
for girl ,0
tea ,0
yeah ,0
oh ,0
this is the best for my girl ,0
deserbash ,0
in minute but not right now ,0
go get go wash it at the sink okay ,0
yeah ,0
that CLITIC mine ,0
mine ,0
horse ,0
I useta CLITIC call it ,0
I wanna CLITIC show ,0
but but my toys are under that ,0
and she brought her her ,0
yeah ,0
red and black ,0
what CLITIC that ,0
where ,0
no ,0
they were upstairs ,0
I wanna CLITIC go get my blankie ,0
my upstairs ,0
my girl ,0
girl ,0
they ll CLITIC sleep here ,0
yeah ,0
yeah ,0
there ,0
good sleepie girls and boy ,0
that CLITIC boy and that CLITIC girl ,0
that CLITIC boy and that CLITIC girl ,0
Mommy ,0
I want show something ,0
Mommy ,0
I going get my blankie ,0
but m CLITIC going get ,0
these ,0
these are my babies ,0
I put it on her ,0
a big one ,0
I had that one before ,0
oh ,0
yeah ,0
I have blocks too ,0
yeah ,0
ah ,0
yeah ,0
I wanna CLITIC build and this and this and ,0
maybe ,0
and then that ,0
oh ,0
this ,0
they re CLITIC like popsicles ,0
I needta CLITIC put this on the chair ,0
oops ,0
where CLITIC the other one for ,0
ah ,0
oh ,0
they hafta CLITIC be like this ,0
make and dump ,0
make dump ,0
big dump ,0
load dumptruck ,0
those are squares ,0
yeah ,0
hafta CLITIC move very slowly ,0
it needs to go look it needs to dump ,0
they needta CLITIC they building building ,0
yeah ,0
building building like building ,0
but they re CLITIC building building ,0
maybe it can carry ,0
two loads at one time ,0
yes one to this load one to this load ,0
this load and this load ,0
and this load ,0
gonna CLITIC go two trips and gonna CLITIC ,0
ah small big escalator and the escalator done something ,0
I CLITIC bringing the trailer ,0
yeah and ,0
my leopard robes ,0
I don CLITIC see them ,0
I don CLITIC see it ,0
construction hold on ,0
a forklift construction ,0
forklift construction ,0
big construction ,0
a flat steamroller truck ,0
the this one is gonna CLITIC make train and those ones are this gonna CLITIC make train ,0
yeah and think about it and think about it dumping and think about what he can make ,0
then he picks up another load and dumps dumps in ,0
then he thinks about what he can make for train ,0
he can build ah five engines five engines in front ,0
and he can build another engine in back and another engine by the it has five five engines six engines ,0
so it CLITIC gonna CLITIC be very long six engines ,0
very powerful ,0
yes ,0
but but one of these more powerful it has a lot of blocks ,0
and and he really thinks about another long train ,0
he thinks about what is another long train this another long train this is another long train like this another long long train ,0
broken broken stuff carry the train to another train and they think about another long train what they can build ,0
beep ,0
think about another train ,0
beeping he needs to dump it out very quietly ,0
loud ,0
beep ,0
I dumped his out ,0
beep ,0
I think about another long train ,0
I think m CLITIC ready for another long train ,0
but they gonna CLITIC build coming out of that ,0
back and ,0
they gonna CLITIC build a subway track ,0
like m CLITIC build subway track and look it needs to be rolling and have little this is water on ,0
to keep it really cool ,0
yes so that CLITIC another one water on the top so it can get cool into fire and after fire and come into big into big and the helps this every for this can be long train ,0
so long train so ,0
yes ,0
one one ,0
sometimes we do it like that ,0
need help back ,0
right over there ,0
this makes the same construction ,0
makes the same construction ,0
yeah it needs to build another special things ,0
other toys for me because new toys for me ,0
hello ,0
boy that ,0
hello ,0
haha ,0
hello ,0
it CLITIC ,0
it CLITIC ,0
two ,0
uhoh ,0
uhoh ,0
uhoh ,0
do ,0
yeah ,0
uhoh ,0
uhoh ,0
it CLITIC ,0
it CLITIC ,0
hm ,0
no ,0
no ,0
no ,0
hello ,0
two three two ,0
no ,0
no ,0
no ,0
no tea ,0
no ,0
no tea ,0
no ,0
baba ,0
oh ,0
no ,0
no mine ,0
no ,0
no no ,0
no no ,0
no ,0
what CLITIC that ,0
would you open it please ,0
and they dolls ,0
two ,0
there CLITIC girl and baby ,0
it CLITIC hat ,0
these are for big girl ,0
no ,0
this is big girl ,0
that CLITIC little boy ,0
yeah ,0
what is ,0
baby spoons ,0
not yet for the babies ,0
this is not baby ,0
I put some milk inside ,0
he has she has drink it ,0
she drinking milk ,0
strawberry milk ,0
soy milk ,0
the other baby ,0
I think the big girl and the little boy is hungry ,0
yeah ,0
this is the baby milk ,0
for sleep ,0
yeah ,0
he CLITIC gonna CLITIC drink something ,0
plates ,0
yeah guess ,0
it CLITIC nap time hafta CLITIC eat very quick ,0
eat ,0
these are foods ,0
ah ah they have ice on it ,0
so hafta CLITIC put it back ,0
because the other because it CLITIC because the other has ice this one ,0
yep ,0
these ones are not frozen ,0
it CLITIC yummy cake ,0
there CLITIC another piece left if the baby wants it ,0
because he has some little plates ,0
the big girl need some little more of strawberry milk ,0
she likes it ,0
yeah ,0
she likes it ,0
it CLITIC strawberry cake ,0
she likes it ,0
yeah ,0
she wants some more ,0
yeah ,0
they re CLITIC missing some cars outside ,0
this this is ,0
a phone ,0
this horse ,0
and if you switch it then it will go to ,0
no ,0
right here ,0
yeah ,0
yeah ,0
yeah ,0
yeah ,0
them are mango orange ,0
yeah them are so juicy yummy ,0
they will need their spoons ,0
yeah ,0
because it CLITIC so tricky and so slippery ,0
so there CLITIC the need two spoons to pick it up because it CLITIC so oranges squishy and tricky ,0
ah ,0
see told you it CLITIC so tricky slippery ,0
she says it CLITIC yummy ,0
no ,0
no ,0
not yet ,0
we re CLITIC done ,0
yeah ,0
hafta CLITIC put the dishes in the sink ,0
no because because these needta CLITIC go in the dumptruck ,0
no let me do it ,0
yes more for the ,0
it parked it CLITIC way to the orange ,0
think someone some more to drink ,0
yeah ,0
see he likes it ,0
I don CLITIC wanna CLITIC clean up ,0
but the horsie on the phone ,0
they animals ,0
yeah ,0
yeah ,0
but here baby ,0
yeah ,0
whoopsie ,0
but ,0
I want side one there and one there ,0
yeah ,0
I did make that ,0
yeah ,0
more ,0
okay ,0
yeah ,0
I want some that oh no ,0
no want ,0
yeah ,0
I know ,0
okay ,0
there okay ,0
okay there okay ,0
okay and now talk on the phone and see who CLITIC there ,0
the horsie ,0
ah here you go ,0
yeah see ,0
knock down ,0
hey ,0
yeah ,0
wake up ,0
okay ,0
but the horse ,0
can you get it ,0
the horsie ,0
horse ,0
hi hey ,0
ah ,0
ah oh ,0
I wanna CLITIC knock it down ,0
I wanna CLITIC knock it down ,0
yeah ,0
I knock it down ,0
yeah ,0
and then tried to knock it down and ,0
but all our tools are out ,0
play them ,0
a dumptruck ,0
dump ,0
dump ,0
I don CLITIC wanna CLITIC ,0
wanna CLITIC ,0
no these toys ,0
but wanna CLITIC play them ,0
oh ,0
these ,0
but wanna CLITIC play ,0
but wanna CLITIC want ,0
hello ,1
hello ,1
mm ,0
mm ,1
ah ,1
no ,1
no ,1
no ,1
you ,1
I CLITIC ,1
play ,1
Mom ,1
no ,1
you can ,1
hi ,1
no ,1
ah ,1
mm ,1
I want some ,1
to me ,1
give me ,1
I sorry ,1
again ,1
ah ,1
ah ,1
ah ,1
hm ,1
sit down ,1
sit down ,1
no ,1
me first ,1
I ,1
no ,1
no ,1
no more ,1
truck is gonna CLITIC pick up the blocks ,1
blocks ,1
yeah ,1
to the fairy land ,1
can make tower there ,1
no ,1
crash ,1
I CLITIC drive ,1
a tower ,1
okay ,1
I don CLITIC want it to fall down ,1
Mommy let CLITIC make gate ,1
take this block ,1
teacups are not blocks ,1
it CLITIC going in the tunnel Mommy ,1
can we close the gate ,1
can go past the gate ,1
can go the past the gate ,1
please ,1
I wanna CLITIC crash some more ,1
play with blocks ,1
okay ,1
crash ,1
make teacup house ,1
okay ,1
okay ,1
yeah ,1
let CLITIC make ,1
they re CLITIC gonna CLITIC crash onto the truck ,1
fall down ,1
something else ,1
let CLITIC make it tall ,1
yeah ,1
 say the noise Mommy ,1
say the crashing ,1
what are we gonna CLITIC do now ,1
why we hafta CLITIC put the toys away ,1
go home ,1
are we gonna CLITIC go home Mommy ,1
no we make it girl ,1
a boy ,1
what were we making the girl ,1
yeah ,1
whoops ,1
a girl ,1
a phone ,1
horse ,1
let CLITIC make big tower ,1
ah ,1
to make big tower ,1
it will be the water tower ,1
wait oh wait there CLITIC something missing ,1
oh wait I sposta CLITIC put these in these teacup ,1
to make tower ,1
we needta CLITIC make the tower ,1
those three box top ,1
to make the water tower ,1
no ,1
yes ,1
tall water tower ,1
whoops ,1
no the water tower ,1
yeah that CLITIC like real story like ,1
like in the airport ,1
you always do like this ,1
I ll CLITIC do ,1
there ,1
look like water tower ,1
needs to make train ,1
for the water tower ,1
oh wait ,1
oh wait ,1
wait maybe we can use these these squares ,1
all where CLITIC the other one ,1
oh have the other ,1
now let CLITIC make ,1
oh wait ,1
there it is ,1
the water tower ,1
here yeah no ,1
fill it up with water ,1
wait ,1
wait that CLITIC great idea ,1
filled with water he was very happy ,1
suddenly there was ,1
a streak of silver ,1
yeah ,1
what track ,1
okay ,1
and this could be the ,1
this could be ,1
I wanna CLITIC make slot like this so know that it ,1
put the teacup on the big water tower ,1
there ,1
let CLITIC make city so he can start faster ,1
oh ,1
uhoh ,1
uhoh just got the milk spill ,1
ah wish to the top ,1
and it will be the ,1
I ll CLITIC be the dad ,1
you be the mom ,1
okay you move ,1
what CLITIC here you can use yellow to be your ,1
yep ,1
going to work ,1
yes ,1
yeah it CLITIC me Daddy ,1
I live here ,1
I go above the roof ,1
I think there CLITIC problem ,1
well you gotta CLITIC hurry you gotta CLITIC bring some supplies to bring here ,1
the flashlights ,1
they re CLITIC up here enough ,1
it CLITIC too rocky up here think fall ,1
gotta CLITIC hurry ,1
it CLITIC gonna CLITIC be midnight ,1
now get here right now or else get cross ,1
okay hang up ,1
where is hang up ,1
beep ,1
okay right right no can CLITIC ,1
I need some supplies ,1
no oh ,1
I can CLITIC get this out ,1
come on bring some supplies over here supplies to my work ,1
yeah ,1
oh no ,0
put the bottle ,0
yes ,0
it CLITIC down ,0
huh ,0
I do it again on there ,0
on there ,0
mhm ,0
hm ,0
again ,0
ah ,0
one ,0
two ,0
fall down ,0
no cup on it ,0
take another one ,0
another one ,0
yes ,0
one ,0
two ,0
three ,0
four ,0
ah ,0
oh no ,0
one ,0
two three ,0
let them fall down ,0
Mommy go ,0
yes on there ,0
yeah ,0
no ,0
no ,0
no Mommy ,0
no ,0
again ,0
one ,0
two ,0
three ,0
there ,0
oh yeah ,0
orange ,0
I haved it ,0
I did it ,0
plate on ,0
to kick it ,0
yeah ,0
Mommy ,0
do it again ,0
yeah ,0
please ,0
put the bottle on ,0
thank you ,0
yes ,0
and to kick it ,0
yeah ,0
okay ,0
I kick it ,0
Mommy do it again please ,0
me do it again ,0
Mommy ,0
thank you ,0
go on ,0
I go kick it ,0
put the bottle on ,0
Mommy put the bottle on ,0
yeah ,0
to kick it ,0
Mommy wanna CLITIC kick it ,0
can you go get all the pieces ,0
no Daddy ,0
oh no ,0
oh no ,0
oh no ,0
oh no ,0
oh no it ,0
uncle James ,0
uncle hi ,0
please ,0
hello ,0
do it ,0
do it my telephone ,0
horsie ,0
one ,0
two ,0
three ,0
four ,0
 oh no ,0
one ,0
two ,0
three ,0
again ,0
ah do it Mommy ,0
you do it ,0
Mommy do it ,0
Mommy do it ,0
hm ,0
ah ,0
oh no again ,0
okay ,0
okay ,0
then put that one ,0
yeah ,0
I to fall down ,0
yeah ,0
oh Mommy ,0
do it again please ,0
Mommy do it up please ,0
yeah ,0
I build tower ,0
tower ,0
again ,0
fall down minute ,0
haha ,0
again ,0
again Mommy ,0
okay ,0
what CLITIC that ,0
look ,1
look ,1
look ,1
the horses change places ,1
the hologram ,1
holograms ,1
and book ,1
play with the blocks ,1
something that CLITIC very small ,1
no ,1
my blocks ,1
and my blocks ,1
there CLITIC no tea ,1
there CLITIC no tea ,1
there CLITIC no tea in the teapot ,1
turn off the lights ,1
because ,1
because ,1
I don CLITIC know why ,1
happy birthday to you ,1
happy birthday to you happy birthday happy birthday happy birthday to you ,1
baby birthday Zaza ,1
Zaza ,1
Zaza ,1
kisses ,1
ew Zozo ,1
oh oh ,1
oh ,1
I think she likes it she CLITIC not ,1
ah ,1
just kidding ,1
he looks like like giddybom ,1
look ,1
she can do karate ,1
she can walk ,1
she CLITIC thinking ,1
he CLITIC putting her thumb in her mouth ,1
yes ,1
oh ,1
he picking her nose ,1
oh that CLITIC good idea ,1
why they not dumping over ,1
let CLITIC clean this place up ,1
tea for two ,1
no thanks sugar CLITIC not good for me ,1
okay oh sing me something ,1
in your tea party eat drink quietly ,1
look found hole ,1
can you see ,1
yeah ,1
mm ,1
me too ,1
 blueberry cake ,1
and that is lemon cake ,1
now gonna CLITIC eat the lemon cake ,1
can have some of your carrot cake please ,1
cake please ,1
no m CLITIC not ,1
oh yeah ,1
don CLITIC worry you can make another one ,1
here you can have more blueberry cake ,1
and get and get ,1
carrot cake and you can have my you can have my cake ,1
that other piece is for both of us ,1
this piece is for you this piece is for me this piece is for both of us okay ,1
yeah there you go ,1
now we re CLITIC gonna CLITIC eat together ,1
I was the winner ,1
okay know who CLITIC gonna CLITIC be the winner ,1
ready ,1
eating ,1
whoever eats ,1
can help ,1
I wanna CLITIC ,1
what ,1
why ,1
I wanna CLITIC brush them ,1
wah ,1
because there CLITIC hole in her mouth ,1
so we could put the milk there ,1
air at me ,1
you feel the air ,1
yes ,1
there ,1
baby ,1
bye hologram ,1
no ,1
yeah ,0
truck ,0
go to ,0
to make ,0
Macso is in another place ,0
no you get there by truck ,0
yeah ,0
now yellow ,0
truck ,0
vroom ,0
truck ,0
truck ,0
now these ,0
I CLITIC gonna CLITIC build tower ,0
with Mommy ,0
no ,0
mhm ,0
Claire and Zoe ,0
she CLITIC one and she CLITIC still baby ,0
you broke ,0
no we love the baby ,0
Mommy has hat on ,0
you can take off this too ,0
naked ,0
yeah ,0
right here ,0
 m CLITIC fine ,0
see told you ,0
told ya ,0
got hole in her bum ,0
this ,0
wait what CLITIC this ,0
well she CLITIC two ,0
whee ,0
let CLITIC put them all together ,0
all together ,0
and what CLITIC this ,0
all done ,0
okay ,0
put her clothes on ,0
and ll CLITIC put this clothes on ,0
you don CLITIC need your hat ,0
can you put that on ,0
yeah ,0
they re CLITIC gonna CLITIC go to bed ,0
by lullaby ,0
this is Zoe and this is Claire ,0
so you sing her lullaby and she ll CLITIC go to sleep ,0
but ll CLITIC take her and you take her ,0
okay ,0
it CLITIC for you now ,0
oh she CLITIC feeding herself ,0
it CLITIC for you ,0
hello ,0
it CLITIC for you ,0
it CLITIC wake time and we have my bath ,0
yeah ,0
get her undressed ,0
yeah look ,0
have some tea ,0
call him tomorrow ,0
that was horse ,0
gonna CLITIC get out the man ,0
my here ,0
yeah ,0
yes ,0
it is not too cold ,0
yeah ,0
yes ,0
want the comb ,0
to brush hair ,0
yeah ,0
yeah ,0
Finny ,0
her name Finny ,0
no ,0
she wake up ,0
run ,0
please put her hat ,0
ha ,0
eye now ,0
why ,0
why Mommy ,0
why wink ,0
why Mommy ,0
why winking ,0
why winking Mommy ,0
why Mommy ,0
yeah ,0
why Mommy ,0
call him back ,0
yeah ,0
hi man ,0
why are broken ,0
no ,0
call back the man ,0
he CLITIC the man ,0
oh why her eye working ,0
him back ,0
why eye broken ,0
I why her eye broken ,0
look in her eye ,0
why her eye broken ,0
yeah ,0
where the phone go ,0
call him ,0
hi lady ,0
why ,0
yeah ,0
hi lady ,0
on the floor ,0
oh no ,0
put some tea on it ,0
tea ,0
ah ,0
I fixing it first ,0
there ,0
some tea ,0
no ,0
a tea ,0
yeah see ,0
yeah ,0
under the baby ,0
like that ,0
yeah ,0
yeah but this one is broken ,0
no put some that on it ,0
that CLITIC glue ,0
yeah you take the good one ,0
you ,0
chocolate ,0
vanilla ,0
sure there vanilla ,0
sure ,0
yeah ,0
hot ,0
stir it ,0
maybe put some milk in it ,0
sure ,0
yeah ,0
mm ,0
Mama m CLITIC gonna CLITIC fix yours in minute ,0
no ,0
Mama this is glue ,0
Mama will glue it ,0
it is still broken put some more glue ,0
hm ,0
look ,0
Molasses ,0
Mama put this baby to sleep ,0
ah ,0
milk ,0
baby milk ,0
burp her ,0
just top bottom middle ,0
top bottom middle ,0
top bottom middle ,0
yeah ,0
no ,0
this is my baby brother ,0
yeah ,0
yeah ,0
she needs to comb her hair ,0
ribbons ,0
yeah ,0
tie your ribbons ,0
yeah ,0
yeah two more sides ,0
then comb it ,0
no this is baby Aiden ,0
this is called me ,0
mhm ,0
yeah ,0
ah ha ,0
that ,0
oh nap ,0
no ,0
I will will put it on baby Aiden ,0
alright ,0
Rock Bye Baby ,0
tree top ,0
wind blows the cradle will rock ,0
when the bell breaks the cradle will fall and down will come baby cradle and all ,0
yeah ,0
the baby sleep let CLITIC do tower ,0
I will turn on their will turn on their lamps ,0
ssh ,0
a tractor ,0
yeah ,0
one two ,0
four ,0
oh ,0
one ,0
three ,0
four ,0
five ,0
to farm ,0
over there ,0
dump it all down ,0
yeah ,0
one ,0
two ,0
three ,0
four ,0
five ,0
six ,0
seven ,0
eight ,0
nine ,0
baby CLITIC still asleep ,0
nine ,0
circle square rectangle ,0
yellow orange blue ,0
seven eight nine ten ,1
so ,1
ten ,1
fish fit ,1
fish ,1
fish ,1
fish ,1
one two three four five six ,1
one two three four five six seven eight nine ,1
one fish two fish three fish four fish five ,1
pick up over here ,1
fish ,1
fish ,1
fish ,1
one fish two fish three fish three four fish five fish ,1
cup ,1
I love to cup ,1
set ready go ,1
ahhah ,1
ah ,0
oh here ,0
mhm this is the way ,0
five ,0
we re CLITIC going to store then church then movies ,0
yeah ,0
ah ah have cake ,0
yeah ,0
it CLITIC chocolate ,0
here CLITIC my phone ,0
yeah ,0
yeah ,0
yeah ,0
yeah lets build tower ,0
this is be a station ,0
yeah here put this on top ,0
yeah ,0
yeah ,0
yes ,0
yes it CLITIC not block ,0
it CLITIC this brush ,0
yeah ,0
yeah ,0
Cara ,0
yeah they re CLITIC sisters ,0
she CLITIC kissing her head ,0
yeah ,0
that CLITIC truck ,0
